id,condition,source_locale,target_locale,source_text,source_intent,donor_text,donor_intent,generation,target_language_success,delta_over_H,source_intent_preserved,donor_intent_leakage
9902,random_zs,zh-CN,ar-SA,请随机播放一个与爱有关的有声读物,20,هل يمكنك روية روسيا من ألاسكا,49,", 100% 100% 100% 100% 100% 100% ",False,0.7572059631347656,False,False
8968,alpha_0,ar-SA,zh-CN,أخبرني شيئا أتذكر فيه هذا الأسبوع,50,请在厨房中适当设置适当的亮度,18,"، فقلت: ""أنت تعرف ما هو؟""

قال: ""نعم، أنا أعرف"".

قلت: ""أنت تعرف ما هو",False,0.6958802342414856,False,False
8968,alpha_075,ar-SA,zh-CN,أخبرني شيئا أتذكر فيه هذا الأسبوع,50,请在厨房中适当设置适当的亮度,18,，我记得我正在做一些事情，我记得我正在做一些事情，我记得我正在做一些事情，我记得我正在做一些事情,True,0.6958802342414856,False,False
8968,random_zs,ar-SA,zh-CN,أخبرني شيئا أتذكر فيه هذا الأسبوع,50,请在厨房中适当设置适当的亮度,18,".

I'm going to tell you a story.

I'm going to tell you a story.

I'm going to tell you a",False,0.6958802342414856,False,False
10640,alpha_0,zh-CN,ar-SA,把洗涤剂加到我要买的东西的清单,21,أخبرني عن أخبار سوق الأسهم,22,"上，然后在网上搜索。

我发现一个叫“洗涤剂”的网站，它有许多洗涤剂，包括洗涤剂。",False,0.6470276713371277,False,False
10640,alpha_075,zh-CN,ar-SA,把洗涤剂加到我要买的东西的清单,21,أخبرني عن أخبار سوق الأسهم,22,"

* 1. <strong>洗涤剂</strong>

  * <strong>洗涤剂</strong>是用于清洁衣服的液体或粉末。

    ",False,0.6470276713371277,False,False
10640,random_zs,zh-CN,ar-SA,把洗涤剂加到我要买的东西的清单,21,أخبرني عن أخبار سوق الأسهم,22,".

I have a list of things I want to buy.

我有一个要买的东西的清单.

I have a list of things I want to",False,0.6470276713371277,False,False
13361,alpha_0,ar-SA,zh-CN,ما تعريف كلمة توقيت,26,olly 保存我听过不止一次的所有歌,43," في اللغة العربية؟

توقيت هو الوقت الذي يمر فيه الإنسان في حياته، ولهذا السبب يطلق عليه اسم توقيت، وهو",False,0.965470016002655,False,False
13361,alpha_075,ar-SA,zh-CN,ما تعريف كلمة توقيت,26,olly 保存我听过不止一次的所有歌,43,"？

[User 0001]

<b>ما تعريف كلمة توقيت؟</b>

<b>
السلام عليكم ورحمة الله وبركاته",False,0.965470016002655,False,False
13361,random_zs,ar-SA,zh-CN,ما تعريف كلمة توقيت,26,olly 保存我听过不止一次的所有歌,43,"?

[User 0001]

<b>What is the meaning of the word ""time""?</b>

<b>What is the meaning of the word",False,0.965470016002655,True,False
8474,alpha_0,zh-CN,ar-SA,把明天下午二点在一百二十三大街举行的李强的生日聚会记在我的日历上,50,تقرير الطقس الحين,13,"，然后就忘了。

我记得那天下午，我正坐在电脑前，正在写一篇关于“中国”的文章，突然，我听到手机铃",False,0.8532513976097107,False,False
8474,alpha_075,zh-CN,ar-SA,把明天下午二点在一百二十三大街举行的李强的生日聚会记在我的日历上,50,تقرير الطقس الحين,13,".

我从家出发，在路上，我开始思考，我为什么要去参加这个聚会？

我从没有参加过李强的生日聚",False,0.8532513976097107,False,False
8474,random_zs,zh-CN,ar-SA,把明天下午二点在一百二十三大街举行的李强的生日聚会记在我的日历上,50,تقرير الطقس الحين,13,".

<strong><em>“I have a birthday party at 2:30 pm on Saturday.”</em></strong>

<strong><em>“I have a birthday party at",False,0.8532513976097107,True,False
7477,alpha_0,ar-SA,zh-CN,ذكرني كل سنة يوم خمسة مارس أجهز هدايا لذكرى الزواج,50,告诉我今天的方向,42, من زوجتي، وكنت أضعها في صندوق صغير، وكنت أضعها في صندوق صغير، وكنت أضعها في صندوق,False,0.6389611959457397,False,False
7477,alpha_075,ar-SA,zh-CN,ذكرني كل سنة يوم خمسة مارس أجهز هدايا لذكرى الزواج,50,告诉我今天的方向,42,，我记得我第一次做这个事情，我当时还是个孩子，我记得我妈妈给我买了一本小书，里面有好多小卡片，,True,0.6389611959457397,False,False
7477,random_zs,ar-SA,zh-CN,ذكرني كل سنة يوم خمسة مارس أجهز هدايا لذكرى الزواج,50,告诉我今天的方向,42,".

أحضر كل سنة حلويات ووجبات لذيذة.

أحضر كل سنة هدية لزوجتي.

أح",False,0.6389611959457397,True,False
16907,alpha_0,zh-CN,ar-SA,家明的电话号码,17,هل مناسبة عيد الأضحى يوم اربعتعش من هذا الشهر,32,"是：13911111111

家明的微信号是：13911111111

",False,0.7196753025054932,True,False
16907,alpha_075,zh-CN,ar-SA,家明的电话号码,17,هل مناسبة عيد الأضحى يوم اربعتعش من هذا الشهر,32, هو 123456789012345678901234567890,True,0.7196753025054932,False,False
16907,random_zs,zh-CN,ar-SA,家明的电话号码,17,هل مناسبة عيد الأضحى يوم اربعتعش من هذا الشهر,32, là 100000000000000000000000000000,False,0.7196753025054932,False,False
6313,alpha_0,ar-SA,zh-CN,شفت اليوم كلب,12,六百二十五的方根是多少,39,ا في الشارع، ورأيت أنه يرتدي قميصا، ورأيت أنه يرتدي قميصا، ورأيت,False,0.909886360168457,True,False
6313,alpha_075,ar-SA,zh-CN,شفت اليوم كلب,12,六百二十五的方根是多少,39, 2000000000000000000000000000000,False,0.909886360168457,False,False
6313,random_zs,ar-SA,zh-CN,شفت اليوم كلب,12,六百二十五的方根是多少,39, de la 10000000000000000000000000000,False,0.909886360168457,False,False
13451,alpha_0,zh-CN,ar-SA,我不在家时我希望我的机器人喂养和抚摸我的狗,12,ما هو الطقس هذا الأسبوع,13,"。

我有一个智能手机，它可以控制我的智能家居设备。

我有一个智能手机，它可以控制我的智能家居设备。

我有一个",False,0.6136379837989807,False,False
13451,alpha_075,zh-CN,ar-SA,我不在家时我希望我的机器人喂养和抚摸我的狗,12,ما هو الطقس هذا الأسبوع,13,"。

我有一个智能手机，它可以控制我的智能家居设备。

我有一个智能手机，它可以控制我的智能家居设备。

我有一个",False,0.6136379837989807,False,False
13451,random_zs,zh-CN,ar-SA,我不在家时我希望我的机器人喂养和抚摸我的狗,12,ما هو الطقس هذا الأسبوع,13,"，但我不希望我的狗在家里时会打扰我。

我有一个智能手机，它可以控制我的智能门锁，我的智能灯，我的",False,0.6136379837989807,False,False
15177,alpha_0,ar-SA,zh-CN,يرجى إعادة تغريد هذا المنشور على تويتر,47,我想让你播放播客,58,".

<strong>تابعوا آخر الأخبار عبر تطبيقنا الجديد</strong>

<strong>تابعوا آخر الأخبار عبر تطبيقنا الجديد</strong>

<strong>تابعوا",False,1.031174898147583,False,False
15177,alpha_075,ar-SA,zh-CN,يرجى إعادة تغريد هذا المنشور على تويتر,47,我想让你播放播客,58,"，并附上您的微博账号。

<strong>#</strong><strong>#</strong><strong>#</strong><strong>#</strong><strong>#</strong><strong>#</strong><strong>#</strong><strong>#",True,1.031174898147583,False,False
15177,random_zs,ar-SA,zh-CN,يرجى إعادة تغريد هذا المنشور على تويتر,47,我想让你播放播客,58,"

<h2><strong>1.</strong> <strong>The</strong> <strong>New</strong> <strong>York</strong> <strong>Times</strong> <strong>and</strong> <strong>The</strong> <strong>",False,1.031174898147583,False,False
5160,alpha_0,zh-CN,ar-SA,你能播放朴树的歌吗,45,كم الساعة في الرياض,0,"？

我听过朴树的歌，但是我听的不是他的歌，而是他的歌的翻唱。

我听过朴树的",False,0.6632995009422302,False,False
5160,alpha_075,zh-CN,ar-SA,你能播放朴树的歌吗,45,كم الساعة في الرياض,0,"؟

我听过朴树的歌，但是我听不懂，我只能听歌，不能听歌词，我只能听歌，不能听歌词",False,0.6632995009422302,False,False
5160,random_zs,zh-CN,ar-SA,你能播放朴树的歌吗,45,كم الساعة في الرياض,0,"?

1. <strong>1.</strong>

  <strong>2.</strong>

  <strong>3.</strong>

  <strong>4.</strong>

  <strong>5.",False,0.6632995009422302,False,False
16050,alpha_0,ar-SA,zh-CN,شوف gmail,44,我想问你有多少天使可以在针尖上跳舞,12," و بزار تو اینترنت

بزار تو اینترنت

بزار تو اینترنت

بزار تو اینترنت

بزار تو اینترنت

ب",False,0.9085419774055481,False,False
16050,alpha_075,ar-SA,zh-CN,شوف gmail,44,我想问你有多少天使可以在针尖上跳舞,12," في الايام الاخيرة

[User 0001]

السلام عليكم ورحمة الله وبركاته

انا عندي مشكلة",False,0.9085419774055481,False,True
16050,random_zs,ar-SA,zh-CN,شوف gmail,44,我想问你有多少天使可以在针尖上跳舞,12,".

[User 0001]

<blockquote><b>
<b>
<b>
<b>
<b>
<b>
<b>
<b>
<b>
<b>
",False,0.9085419774055481,False,False
8498,alpha_0,zh-CN,ar-SA,让我们看看所有悬而未决的提醒,32,شفت اليوم كلب,12,"，并了解如何解决它们。

<h2>1. 无法连接到网络</h2>

如果您的设备无法连接到网络，请检查以下内容：

",False,0.7138795852661133,False,False
8498,alpha_075,zh-CN,ar-SA,让我们看看所有悬而未决的提醒,32,شفت اليوم كلب,12,"ات في Windows 10.

<h2><strong>1.</strong> <strong>Windows 10</strong> <strong>تحديث</strong></h2>

إذا كان لديك تحديث",True,0.7138795852661133,False,False
8498,random_zs,zh-CN,ar-SA,让我们看看所有悬而未决的提醒,32,شفت اليوم كلب,12,".

<h2>1. <strong><em>The Last of Us</em></strong></h2>

<em>The Last of Us</em> is a post-apocalyptic video game that was",False,0.7138795852661133,False,False
11954,alpha_0,ar-SA,zh-CN,وين المسرح في منطقتي,19,威尔士干酪配料列表,9,، وكم من مسرحيات تنتظرني في مكتبي، وكم من مسرحيات تنتظرني في مكتبي، وكم من,False,0.8782033920288086,False,False
11954,alpha_075,ar-SA,zh-CN,وين المسرح في منطقتي,19,威尔士干酪配料列表,9,"

[User 0001]

السلام عليكم ورحمة الله وبركاته

هل يمكنكم إعطائي اسم المسرح في منط",False,0.8782033920288086,False,False
11954,random_zs,ar-SA,zh-CN,وين المسرح في منطقتي,19,威尔士干酪配料列表,9,"

[User 0001]

I'm trying to translate the following sentence:

""I'm trying to translate the following sentence:",False,0.8782033920288086,False,False
168,alpha_0,zh-CN,ar-SA,他们提供外卖吗,3,حطيت منبه يذكرني بحصة الرقص ولا لا,23,"？

请问有中文菜单吗？

请问有中文菜单吗？

请问有中文菜单吗？

请问有中文菜单吗？

请问有",False,0.7731637954711914,False,False
168,alpha_075,zh-CN,ar-SA,他们提供外卖吗,3,حطيت منبه يذكرني بحصة الرقص ولا لا,23,"؟

[User 0001]

Hola,

¿Alguien sabe si en el restaurante de la plaza de la Constitución de Madrid (calle de",True,0.7731637954711914,False,False
168,random_zs,zh-CN,ar-SA,他们提供外卖吗,3,حطيت منبه يذكرني بحصة الرقص ولا لا,23,"?

I'm not sure.

我也不知道。

I'm not sure.

我也不知道。

I'm not sure.

我",False,0.7731637954711914,False,False
2801,alpha_0,ar-SA,zh-CN,كم الساعة في الرياض,0,我想让你在电台打开中国之声,36,"

[User 0001]

السلام عليكم ورحمة الله وبركاته

هل يمكنكم إعطاء لي الساعة في الرياض؟",False,0.9928110837936401,True,False
2801,alpha_075,ar-SA,zh-CN,كم الساعة في الرياض,0,我想让你在电台打开中国之声,36,"， <strong>الوقت في الرياض</strong> هو <strong>10:00</strong>.

<h2>وقت في الرياض</h2>

<strong>الوقت في الرياض</strong> هو",False,0.9928110837936401,False,False
2801,random_zs,ar-SA,zh-CN,كم الساعة في الرياض,0,我想让你在电台打开中国之声,36,", 2019-09-11 11:00:00

<h2>

* Facebook
* Twitter
* LinkedIn",False,0.9928110837936401,False,False
9457,alpha_0,zh-CN,ar-SA,播放歌随他吧,45,سيارة طراز علوي,12,"

1. <strong>《</strong><strong>随他吧</strong><strong>》</strong>

  <strong>《随他吧》</strong>是2019年由中国",False,0.7339593768119812,False,False
9457,alpha_075,zh-CN,ar-SA,播放歌随他吧,45,سيارة طراز علوي,12,"
English: Play the song with him.",False,0.7339593768119812,False,False
9457,random_zs,zh-CN,ar-SA,播放歌随他吧,45,سيارة طراز علوي,12,"

[User 0001]

Hi,

I'm trying to translate the following sentence:

""You can play the song on your",False,0.7339593768119812,False,False
2540,alpha_0,ar-SA,zh-CN,خلي اضاءة الغرفة زرقا,1,这个月有几个台风,12," واختر لون اضاءة مناسبا

اختر لون اضاءة مناسبا

اختر لون اضاءة مناسبا

اختر لون ا",False,0.7707536220550537,True,False
2540,alpha_075,ar-SA,zh-CN,خلي اضاءة الغرفة زرقا,1,这个月有几个台风,12,"

[User 0001]

<b>خلي اضاءة الغرفة زرقا</b>

السلام عليكم ورحمة الله وبركات",False,0.7707536220550537,False,False
2540,random_zs,ar-SA,zh-CN,خلي اضاءة الغرفة زرقا,1,这个月有几个台风,12,"

[User 0001]

I'm trying to translate the following sentence:

""The light of the room is blue.""

I",False,0.7707536220550537,True,False
16430,alpha_0,zh-CN,ar-SA,给妈妈和爸爸发送邮件问他们怎么样,33,بعد هذا على فيسبوك الخاص بي لول,47,"。

Dear Mom and Dad,

How are you? I am fine. I am in the city now. I am going to visit my grandparents. I",False,0.6831186413764954,True,False
16430,alpha_075,zh-CN,ar-SA,给妈妈和爸爸发送邮件问他们怎么样,33,بعد هذا على فيسبوك الخاص بي لول,47,"

[User 0001]

Hi,

I'm trying to translate the following sentence:

""Give your mom and dad a call",False,0.6831186413764954,False,True
16430,random_zs,zh-CN,ar-SA,给妈妈和爸爸发送邮件问他们怎么样,33,بعد هذا على فيسبوك الخاص بي لول,47, - 100% 답변 100% 답변 100% 답변 100% 답,False,0.6831186413764954,False,False
7292,alpha_0,ar-SA,zh-CN,حط علامة بقائمتي اني مشغوله بكرة من الساعة أربعة للساعة ستة باليل,50,我可以在北京做什么,6,"

حط علامة بقائمتي اني مشغوله بكرة من الساعة أربعة للساعة ستة باليل

حط علامة بق",False,0.7780525088310242,True,False
7292,alpha_075,ar-SA,zh-CN,حط علامة بقائمتي اني مشغوله بكرة من الساعة أربعة للساعة ستة باليل,50,我可以在北京做什么,6,"

[User 0001]

<blockquote><b>
السلام عليكم ورحمة الله وبركاته
أريد أن أضع علامة بق",False,0.7780525088310242,False,False
7292,random_zs,ar-SA,zh-CN,حط علامة بقائمتي اني مشغوله بكرة من الساعة أربعة للساعة ستة باليل,50,我可以在北京做什么,6,".

<h2><strong>حط علامة بقائمتي</strong></h2>

حط علامة بقائمتي

حط علامة بقائمتي",False,0.7780525088310242,False,False
10757,alpha_0,zh-CN,ar-SA,我的购物清单上有什么,59,حط منبه على تسعة المسا,48,"？

我的购物清单上有什么？

我的购物清单上有什么？

我的购物清单上有什么？

我的购物清单上有什么？

我的购物",False,0.6619146466255188,True,False
10757,alpha_075,zh-CN,ar-SA,我的购物清单上有什么,59,حط منبه على تسعة المسا,48,"؟

[User 0001]

Hi,

I'm trying to translate the following sentence:

""What's on your shopping",True,0.6619146466255188,False,False
10757,random_zs,zh-CN,ar-SA,我的购物清单上有什么,59,حط منبه على تسعة المسا,48,가격이 1000000000000000000000000000,False,0.6619146466255188,False,False
4375,alpha_0,ar-SA,zh-CN,راجع كل التنبيهات,23,启用我的插头,24," التي تظهر على شاشة الكمبيوتر الخاص بك.

1. انقر فوق أي تنبيه.

2. انقر فوق <strong>إلغ",False,1.09352707862854,False,True
4375,alpha_075,ar-SA,zh-CN,راجع كل التنبيهات,23,启用我的插头,24,"

<h2><strong>1.</strong> <strong>The</strong> <strong>10</strong> <strong>Best</strong> <strong>Books</strong> <strong>on</strong> <strong>Leadership</strong></h2>",False,1.09352707862854,False,False
4375,random_zs,ar-SA,zh-CN,راجع كل التنبيهات,23,启用我的插头,24,":

* <strong>1.</strong> <strong>الاستخدامات</strong>
* <strong>2.</strong> <strong>الاستخدامات</strong>
* ",False,1.09352707862854,False,False
14354,alpha_0,zh-CN,ar-SA,宇宙的答案是什么,49,هل لدي أي طلبات صداقة جديدة,27,"？

宇宙的答案是什么？

宇宙的答案是什么？

宇宙的答案是什么？

宇宙的答案是什么？

宇宙的答案是什么？

",False,0.9303194284439087,False,False
14354,alpha_075,zh-CN,ar-SA,宇宙的答案是什么,49,هل لدي أي طلبات صداقة جديدة,27,"؟

宇宙的答案是什么？

宇宙的答案是什么？

宇宙的答案是什么？

宇宙的答案是什么？

宇宙的答案是什么？

",False,0.9303194284439087,False,False
14354,random_zs,zh-CN,ar-SA,宇宙的答案是什么,49,هل لدي أي طلبات صداقة جديدة,27,"?

[User 0001]

<b><i><u><b><i><b><i><b><i><b><i><b><i><b><i><b><i><b><i><b><i>",False,0.9303194284439087,False,False
2527,alpha_0,ar-SA,zh-CN,شغل classic rock,45,你能给我些建议么,12," radio station in the 1970s and 1980s, and was a member of the band The Outlaws. He was a",False,0.9470903873443604,False,False
2527,alpha_075,ar-SA,zh-CN,شغل classic rock,45,你能给我些建议么,12," radio

[User 0001]

I'm looking for a job in radio. I'm a 20 year old guy and",False,0.9470903873443604,False,False
2527,random_zs,ar-SA,zh-CN,شغل classic rock,45,你能给我些建议么,12, 100% 100% 100% 100% 100% 100% 1,False,0.9470903873443604,False,False
16178,alpha_0,zh-CN,ar-SA,今天来自 amazon 的任何邮件,44,ابغى وصفة للبسبوسة,9,"都显示为 spam，我尝试了以下方法，但没有解决问题：

1. 尝试在 Gmail 中启用“允许来自任何域的邮件",False,0.6646654009819031,True,False
16178,alpha_075,zh-CN,ar-SA,今天来自 amazon 的任何邮件,44,ابغى وصفة للبسبوسة,9," 都会被标记为垃圾邮件，所以你必须手动打开它。

我有一个问题，我需要在亚马逊上发送邮件，但它会标记",False,0.6646654009819031,True,False
16178,random_zs,zh-CN,ar-SA,今天来自 amazon 的任何邮件,44,ابغى وصفة للبسبوسة,9,", 然后我发现我有一个新的邮件, 然后我发现我有一个新的邮件, 然后我发现我有一个新的邮件, 然后我发现",False,0.6646654009819031,True,False
9565,alpha_0,ar-SA,zh-CN,راديو بدون توقف أغاني,36,告诉我你知道的关于树懒的一切,49," 2021

الراديو بدون توقف أغاني 2021 هو تطبيق مجاني للراديو بدون توقف أغاني ",False,1.0690093040466309,True,False
9565,alpha_075,ar-SA,zh-CN,راديو بدون توقف أغاني,36,告诉我你知道的关于树懒的一切,49," 100%

[User 0001]

<b>Radio 100%</b>

<b>Radio 100%</b>",False,1.0690093040466309,True,False
9565,random_zs,ar-SA,zh-CN,راديو بدون توقف أغاني,36,告诉我你知道的关于树懒的一切,49,".

[User 0001]

<b>
<b><b><b><b><b><b><b><b><b><b><b><b><b><b><b><b><b><b><b>",False,1.0690093040466309,False,False
2638,alpha_0,zh-CN,ar-SA,给我看看特朗普的新闻,22,سبعمائة,38,"，看看他到底在说什么。

特朗普在推特上说，他将与中国领导人会面，并表示，他将“在北京和",False,0.7278652191162109,False,False
2638,alpha_075,zh-CN,ar-SA,给我看看特朗普的新闻,22,سبعمائة,38,"

我看到一个新闻，说特朗普在推特上说，他将把美国从联合国撤出。

我看到一个新闻，说特朗普在",False,0.7278652191162109,False,False
2638,random_zs,zh-CN,ar-SA,给我看看特朗普的新闻,22,سبعمائة,38,"

<strong>1.</strong>

<strong>2.</strong>

<strong>3.</strong>

<strong>4.</strong>

<strong>5.</strong>

<strong>6.</strong>

<strong>",False,0.7278652191162109,False,False
8640,alpha_0,ar-SA,zh-CN,بكرة المكتبة,50,调低音箱音量,35, العامة في مدينة بكر، تأسست عام 1980م، وتقع في شارع الشيخ محمد بن زايد، وتضم مكتبة,False,1.0087223052978516,False,False
8640,alpha_075,ar-SA,zh-CN,بكرة المكتبة,50,调低音箱音量,35,"

<h2><strong>الكتاب</strong></h2>

<strong>الكتاب</strong>

<strong>الكتاب</strong>

<strong>الكتاب</strong>

<strong>الكتاب</strong>

<strong>الكتاب</strong>",False,1.0087223052978516,False,False
8640,random_zs,ar-SA,zh-CN,بكرة المكتبة,50,调低音箱音量,35,", 2019, 100000000000000000000000",False,1.0087223052978516,False,False
16266,alpha_0,zh-CN,ar-SA,给我的家人写封电子邮件说我爱你们,33,cancel كل مواعيدي بعد الساعة ثلاثة العصر اليوم وقل لي بالتفاصيل,30,，我爱你，我爱你，我爱你，我爱你，我爱你，我爱你，我爱你，我爱你，我爱你，我爱你，我,False,0.6336336731910706,False,False
16266,alpha_075,zh-CN,ar-SA,给我的家人写封电子邮件说我爱你们,33,cancel كل مواعيدي بعد الساعة ثلاثة العصر اليوم وقل لي بالتفاصيل,30,"

[User 0001]

I'm trying to write a letter to my family in China. I'm not sure how to say",False,0.6336336731910706,False,False
16266,random_zs,zh-CN,ar-SA,给我的家人写封电子邮件说我爱你们,33,cancel كل مواعيدي بعد الساعة ثلاثة العصر اليوم وقل لي بالتفاصيل,30,"

[User 0001]

I'm trying to translate this sentence into English.

I'm not sure if I should use """,False,0.6336336731910706,False,False
11107,alpha_0,ar-SA,zh-CN,وش القائمة الحالية حقي,59,删掉我的待办清单,53,"بة من 1000 دولار.

<h2>الاستخدامات</h2>

تستخدم الحقيبة في العديد من الأغراض، بما في ذلك",False,1.0679123401641846,False,False
11107,alpha_075,ar-SA,zh-CN,وش القائمة الحالية حقي,59,删掉我的待办清单,53,"قتا، فما هو المقصود من هذه القائمة؟

أولاً:

إن القائمة الحالية هي قائمة من القوانين التي",False,1.0679123401641846,False,False
11107,random_zs,ar-SA,zh-CN,وش القائمة الحالية حقي,59,删掉我的待办清单,53,"؟

[User 0001]

Hi,

I'm trying to translate the following sentence:

""What is the list of the",False,1.0679123401641846,False,False
1120,alpha_0,zh-CN,ar-SA,在政治上有什么特殊之处吗,22,يومي كان مليان شغل,12,"？

在政治上有什么特殊之处吗？

在政治上有什么特殊之处吗？

在政治上有什么特殊之处吗？

在政治上",False,0.7062533497810364,False,True
1120,alpha_075,zh-CN,ar-SA,在政治上有什么特殊之处吗,22,يومي كان مليان شغل,12,"؟

[User 0001]

<blockquote><b>
<b>
<b>
<b>
<b>
<b>
<b>
<b>
<b>
<b>
",True,0.7062533497810364,True,False
1120,random_zs,zh-CN,ar-SA,在政治上有什么特殊之处吗,22,يومي كان مليان شغل,12,"?

[User 0001]

<b>In politics, what is the difference between a ""party"" and a ""movement""?</b>

I",False,0.7062533497810364,False,True
10171,alpha_0,ar-SA,zh-CN,وش هي وصفة المطازيز,9,现在的天气预报,13,"؟

[User 0001]

السلام عليكم ورحمة الله وبركاته

هل يمكنكم شرح وصفة المطازيز؟",False,1.0303585529327393,False,False
10171,alpha_075,ar-SA,zh-CN,وش هي وصفة المطازيز,9,现在的天气预报,13,"，

<h2><strong>ما هو وصفة المطازيز</strong></h2>

<strong>المطازيز</strong> هي عبارة عن <strong>عصير</strong> من ",False,1.0303585529327393,True,False
10171,random_zs,ar-SA,zh-CN,وش هي وصفة المطازيز,9,现在的天气预报,13,"

[User 0001]

السلام عليكم ورحمة الله وبركاته

هل يمكنكم إعطاء وصفة لـ """,False,1.0303585529327393,False,False
16712,alpha_0,zh-CN,ar-SA,我有任何新的电子邮件吗,44,ماذا يعني حالة,26,"？

我正在尝试使用PHP的sendmail函数来发送电子邮件，但它似乎无法发送电子邮件。

我正在使用以下代码：

<code>$",False,0.6792803406715393,False,False
16712,alpha_075,zh-CN,ar-SA,我有任何新的电子邮件吗,44,ماذا يعني حالة,26,"؟

[User 0001]

I have a new email address. I'm not sure if I'm supposed to post it here",True,0.6792803406715393,False,False
16712,random_zs,zh-CN,ar-SA,我有任何新的电子邮件吗,44,ماذا يعني حالة,26,"
English: I have any new email",False,0.6792803406715393,True,False
14904,alpha_0,ar-SA,zh-CN,ليش الأسهم قاعة ترتفع أو تنخفض,4,拉斯维加斯现在几点,0,"؟

[User 0001]

السلام عليكم ورحمة الله وبركاته

هل يمكن أن تتحرك الأسهم في السوق",False,0.9338942766189575,False,False
14904,alpha_075,ar-SA,zh-CN,ليش الأسهم قاعة ترتفع أو تنخفض,4,拉斯维加斯现在几点,0,"

[User 0001]

السلام عليكم ورحمة الله وبركاته

هل يمكن أن يكون هذا الكلام صحيحا؟

",False,0.9338942766189575,False,False
14904,random_zs,ar-SA,zh-CN,ليش الأسهم قاعة ترتفع أو تنخفض,4,拉斯维加斯现在几点,0,".

<h2><strong>الاستثمار في الأسهم</strong></h2>

الأسهم هي سندات تملكها الشركة، وتتضمن حقوق الملكية على الشركة",False,0.9338942766189575,True,False
14646,alpha_0,zh-CN,ar-SA,告诉我今天到新泽西州最便宜的机票价格,2,ورني أحسن وصفة للمكرونة,9,"是多少？

我需要从纽约飞往新泽西州的机票，我需要从纽约飞往新泽西州的机票，我",False,0.6175967454910278,True,False
14646,alpha_075,zh-CN,ar-SA,告诉我今天到新泽西州最便宜的机票价格,2,ورني أحسن وصفة للمكرونة,9,"是多少？

我需要从纽约飞往纽约的机票。

我需要从纽约飞往纽约的机票。

我需要从纽约飞",False,0.6175967454910278,True,False
14646,random_zs,zh-CN,ar-SA,告诉我今天到新泽西州最便宜的机票价格,2,ورني أحسن وصفة للمكرونة,9,"。

我今天到新泽西州最便宜的机票价格。

我今天到新泽西州最便宜的机票价格。

",False,0.6175967454910278,True,False
12306,alpha_0,ar-SA,zh-CN,الدرجة الأولى قطار ينبع,2,alexa 更换广播电台,36," - الرياض

الدرجة الثانية قطار ينبع - الرياض

الدرجة الثالثة قطار ينبع - الرياض

الدرجة الرابعة",False,0.9484235644340515,False,False
12306,alpha_075,ar-SA,zh-CN,الدرجة الأولى قطار ينبع,2,alexa 更换广播电台,36,的火车站，在火车站的对面，是火车站的对面，是火车站的对面，是火车站的对面，是火车站的,True,0.9484235644340515,False,False
12306,random_zs,ar-SA,zh-CN,الدرجة الأولى قطار ينبع,2,alexa 更换广播电台,36,"

[User 0001]

I'm trying to translate the following sentence:

""The first thing I did was to go to the",False,0.9484235644340515,False,False
11343,alpha_0,zh-CN,ar-SA,继续下一集的舒克与桃花,58,contra,51,，舒克的桃花，舒克的桃花，舒克的桃花，舒克的桃花，舒克的桃花，舒克的桃花，舒,False,0.8283029794692993,False,False
11343,alpha_075,zh-CN,ar-SA,继续下一集的舒克与桃花,58,contra,51,", 因为我太喜欢这个剧了, 而且我太喜欢这个剧了, 而且我太喜欢这个剧了, 而且我太",False,0.8283029794692993,False,False
11343,random_zs,zh-CN,ar-SA,继续下一集的舒克与桃花,58,contra,51,", 100% 100% 100% 100% 100% 100% ",False,0.8283029794692993,False,False
2408,alpha_0,ar-SA,zh-CN,دور على أغاني كمان من الفرقة هاذي,45,五点叫我起床,48,"
الفرقة دي كانت في ايه
الفرقة دي كانت في ايه
الفرقة دي كانت في ايه
الفرقة دي",False,0.9619575142860413,False,False
2408,alpha_075,ar-SA,zh-CN,دور على أغاني كمان من الفرقة هاذي,45,五点叫我起床,48,"

[User 0001]

<blockquote><b>
</b>
<b>
</b>
<b>
</b>
<b>
</b>
<b>
</b>
<b>",False,0.9619575142860413,False,False
2408,random_zs,ar-SA,zh-CN,دور على أغاني كمان من الفرقة هاذي,45,五点叫我起床,48,".

[User 0001]

<blockquote><b>

<blockquote><b>

<blockquote><b>

<blockquote><b>

<blockquote><b>

<blockquote><b>

<blockquote><b>

",False,0.9619575142860413,False,False
8666,alpha_0,zh-CN,ar-SA,删掉我的日历中的所有事件,30,وش هي الأيام الي حجزتها,32,"，然后重新打开它。

我有一个日历，它包含一个事件，我需要删除它。

我尝试了以下代码，但它没有",False,0.6689882874488831,False,False
8666,alpha_075,zh-CN,ar-SA,删掉我的日历中的所有事件,30,وش هي الأيام الي حجزتها,32,".

Delete all events from my calendar.

<h2>问题描述</h2>

我有一个日历，它包含许多事件，我需要删除所有这些事件。",False,0.6689882874488831,True,False
8666,random_zs,zh-CN,ar-SA,删掉我的日历中的所有事件,30,وش هي الأيام الي حجزتها,32, 11/11/2019 11/11/2019 by 11/11/20,False,0.6689882874488831,False,False
10827,alpha_0,ar-SA,zh-CN,امسح قائمة البقالة,53,一小时后告诉我选举的最新进展,50, من الورق والورق، وامسحها من الورق والورق، وامسحها من الورق والور,False,0.8918003439903259,True,False
